zip_code,city,country,state
35004,Moody,Saint Clair,Alabama
35005,Adamsville,Jefferson,Alabama
35006,Adger,Jefferson,Alabama
35007,Alabaster,Shelby,Alabama
35010,Alexander City,Tallapoosa,Alabama
35011,Alexander City,Tallapoosa,Alabama
35013,Allgood,Blount,Alabama
35014,Alpine,Talladega,Alabama
35015,Alton,Jefferson,Alabama
35016,Arab,Marshall,Alabama
35019,Baileyton,Cullman,Alabama
35020,Bessemer,Jefferson,Alabama
35021,Bessemer,Jefferson,Alabama
35022,Bessemer,Jefferson,Alabama
35023,Bessemer,Jefferson,Alabama
35031,Blountsville,Blount,Alabama
35032,Bon Air,Talladega,Alabama
35033,Bremen,Cullman,Alabama
35034,Brent,Bibb,Alabama
35035,Brierfield,Bibb,Alabama
35036,Brookside,Jefferson,Alabama
35038,Burnwell,Walker,Alabama
35040,Calera,Shelby,Alabama
35041,Cardiff,Jefferson,Alabama
35042,Centreville,Bibb,Alabama
35043,Chelsea,Shelby,Alabama
35044,Childersburg,Talladega,Alabama
35045,Clanton,Chilton,Alabama
35046,Clanton,Chilton,Alabama
35048,Clay,Jefferson,Alabama
35049,Cleveland,Blount,Alabama
35051,Columbiana,Shelby,Alabama
35052,Cook Springs,Saint Clair,Alabama
35053,Crane Hill,Cullman,Alabama
35054,Cropwell,Saint Clair,Alabama
35055,Cullman,Cullman,Alabama
35056,Cullman,Cullman,Alabama
35057,Cullman,Cullman,Alabama
35058,Cullman,Cullman,Alabama
35060,Docena,Jefferson,Alabama
35061,Dolomite,Jefferson,Alabama
35062,Dora,Jefferson,Alabama
35063,Empire,Walker,Alabama
35064,Fairfield,Jefferson,Alabama
35068,Fultondale,Jefferson,Alabama
35070,Garden City,Cullman,Alabama
35071,Gardendale,Jefferson,Alabama
35072,Goodwater,Coosa,Alabama
35073,Graysville,Jefferson,Alabama
35074,Green Pond,Bibb,Alabama
35077,Hanceville,Cullman,Alabama
35078,Harpersville,Shelby,Alabama
35079,Hayden,Blount,Alabama
35080,Helena,Shelby,Alabama
35082,Hollins,Clay,Alabama
35083,Holly Pond,Cullman,Alabama
35085,Jemison,Chilton,Alabama
35087,Joppa,Cullman,Alabama
35089,Kellyton,Coosa,Alabama
35091,Kimberly,Jefferson,Alabama
35094,Leeds,Jefferson,Alabama
35096,Lincoln,Talladega,Alabama
35097,Locust Fork,Blount,Alabama
35098,Logan,Cullman,Alabama
35111,Mc Calla,Jefferson,Alabama
35112,Margaret,Saint Clair,Alabama
35114,Maylene,Shelby,Alabama
35115,Montevallo,Shelby,Alabama
35116,Morris,Jefferson,Alabama
35117,Mount Olive,Jefferson,Alabama
35118,Mulga,Jefferson,Alabama
35119,New Castle,Jefferson,Alabama
35120,Odenville,Saint Clair,Alabama
35121,Oneonta,Blount,Alabama
35123,Palmerdale,Jefferson,Alabama
35124,Pelham,Shelby,Alabama
35125,Pell City,Saint Clair,Alabama
35126,Pinson,Jefferson,Alabama
35127,Pleasant Grove,Jefferson,Alabama
35128,Pell City,Saint Clair,Alabama
35130,Quinton,Walker,Alabama
35131,Ragland,Saint Clair,Alabama
35133,Remlap,Blount,Alabama
35135,Riverside,Saint Clair,Alabama
35136,Rockford,Coosa,Alabama
35137,Saginaw,Shelby,Alabama
35139,Sayre,Jefferson,Alabama
35142,Shannon,Jefferson,Alabama
35143,Shelby,Shelby,Alabama
35144,Siluria,Shelby,Alabama
35146,Springville,Saint Clair,Alabama
35147,Sterrett,Shelby,Alabama
35148,Sumiton,Walker,Alabama
35149,Sycamore,Talladega,Alabama
35150,Sylacauga,Talladega,Alabama
35151,Sylacauga,Talladega,Alabama
35160,Talladega,Talladega,Alabama
35161,Talladega,Talladega,Alabama
35171,Thorsby,Chilton,Alabama
35172,Trafford,Jefferson,Alabama
35173,Trussville,Jefferson,Alabama
35175,Union Grove,Marshall,Alabama
35176,Vandiver,Shelby,Alabama
35178,Vincent,Shelby,Alabama
35179,Vinemont,Cullman,Alabama
35180,Warrior,Jefferson,Alabama
35181,Watson,Jefferson,Alabama
35182,Wattsville,Saint Clair,Alabama
35183,Weogufka,Coosa,Alabama
35184,West Blocton,Bibb,Alabama
35185,Westover,Shelby,Alabama
35186,Wilsonville,Shelby,Alabama
35187,Wilton,Shelby,Alabama
35188,Woodstock,Bibb,Alabama
35201,Birmingham,Jefferson,Alabama
35202,Birmingham,Jefferson,Alabama
35203,Birmingham,Jefferson,Alabama
35204,Birmingham,Jefferson,Alabama
35205,Birmingham,Jefferson,Alabama
35206,Birmingham,Jefferson,Alabama
35207,Birmingham,Jefferson,Alabama
35208,Birmingham,Jefferson,Alabama
35209,Birmingham,Jefferson,Alabama
35210,Birmingham,Jefferson,Alabama
35211,Birmingham,Jefferson,Alabama
35212,Birmingham,Jefferson,Alabama
35213,Birmingham,Jefferson,Alabama
35214,Birmingham,Jefferson,Alabama
35215,Birmingham,Jefferson,Alabama
35216,Birmingham,Jefferson,Alabama
35217,Birmingham,Jefferson,Alabama
35218,Birmingham,Jefferson,Alabama
35219,Birmingham,Jefferson,Alabama
35220,Birmingham,Jefferson,Alabama
35221,Birmingham,Jefferson,Alabama
35222,Birmingham,Jefferson,Alabama
35223,Birmingham,Jefferson,Alabama
35224,Birmingham,Jefferson,Alabama
35225,Birmingham,Jefferson,Alabama
35226,Birmingham,Jefferson,Alabama
35228,Birmingham,Jefferson,Alabama
35229,Birmingham,Jefferson,Alabama
35230,Birmingham,Jefferson,Alabama
35231,Birmingham,Jefferson,Alabama
35232,Birmingham,Jefferson,Alabama
35233,Birmingham,Jefferson,Alabama
35234,Birmingham,Jefferson,Alabama
35235,Birmingham,Jefferson,Alabama
35236,Birmingham,Jefferson,Alabama
35237,Birmingham,Jefferson,Alabama
35238,Birmingham,Jefferson,Alabama
35240,Birmingham,Jefferson,Alabama
35242,Birmingham,Shelby,Alabama
35243,Birmingham,Jefferson,Alabama
35244,Birmingham,Jefferson,Alabama
35245,Birmingham,Jefferson,Alabama
35246,Birmingham,Jefferson,Alabama
35249,Birmingham,Jefferson,Alabama
35253,Birmingham,Jefferson,Alabama
35254,Birmingham,Jefferson,Alabama
35255,Birmingham,Jefferson,Alabama
35259,Birmingham,Jefferson,Alabama
35260,Birmingham,Jefferson,Alabama
35261,Birmingham,Jefferson,Alabama
35263,Birmingham,Jefferson,Alabama
35266,Birmingham,Jefferson,Alabama
35277,Birmingham,Jefferson,Alabama
35278,Birmingham,Jefferson,Alabama
35279,Birmingham,Jefferson,Alabama
35280,Birmingham,Jefferson,Alabama
35281,Birmingham,Jefferson,Alabama
35282,Birmingham,Jefferson,Alabama
35283,Birmingham,Jefferson,Alabama
35285,Birmingham,Jefferson,Alabama
35286,Birmingham,Jefferson,Alabama
35287,Birmingham,Jefferson,Alabama
35288,Birmingham,Jefferson,Alabama
35289,Birmingham,Jefferson,Alabama
35290,Birmingham,Jefferson,Alabama
35291,Birmingham,Jefferson,Alabama
35292,Birmingham,Jefferson,Alabama
35293,Birmingham,Jefferson,Alabama
35294,Birmingham,Jefferson,Alabama
35295,Birmingham,Jefferson,Alabama
35296,Birmingham,Jefferson,Alabama
35297,Birmingham,Jefferson,Alabama
35298,Birmingham,Jefferson,Alabama
35299,Birmingham,Jefferson,Alabama
35401,Tuscaloosa,Tuscaloosa,Alabama
35402,Tuscaloosa,Tuscaloosa,Alabama
35403,Tuscaloosa,Tuscaloosa,Alabama
35404,Tuscaloosa,Tuscaloosa,Alabama
35405,Tuscaloosa,Tuscaloosa,Alabama
35406,Tuscaloosa,Tuscaloosa,Alabama
35407,Tuscaloosa,Tuscaloosa,Alabama
35440,Abernant,Tuscaloosa,Alabama
35441,Akron,Hale,Alabama
35442,Aliceville,Pickens,Alabama
35443,Boligee,Greene,Alabama
35444,Brookwood,Tuscaloosa,Alabama
35446,Buhl,Tuscaloosa,Alabama
35447,Carrollton,Pickens,Alabama
35448,Clinton,Greene,Alabama
35449,Coaling,Tuscaloosa,Alabama
35452,Coker,Tuscaloosa,Alabama
35453,Cottondale,Tuscaloosa,Alabama
35456,Duncanville,Tuscaloosa,Alabama
35457,Echola,Tuscaloosa,Alabama
35458,Elrod,Tuscaloosa,Alabama
35459,Emelle,Sumter,Alabama
35460,Epes,Sumter,Alabama
35461,Ethelsville,Pickens,Alabama
35462,Eutaw,Greene,Alabama
35463,Fosters,Tuscaloosa,Alabama
35464,Gainesville,Sumter,Alabama
35466,Gordo,Pickens,Alabama
35468,Kellerman,Tuscaloosa,Alabama
35469,Knoxville,Greene,Alabama
35470,Livingston,Sumter,Alabama
35471,Mc Shan,Pickens,Alabama
35473,Northport,Tuscaloosa,Alabama
35474,Moundville,Hale,Alabama
35475,Northport,Tuscaloosa,Alabama
35476,Northport,Tuscaloosa,Alabama
35477,Panola,Sumter,Alabama
35478,Peterson,Tuscaloosa,Alabama
35480,Ralph,Tuscaloosa,Alabama
35481,Reform,Pickens,Alabama
35482,Samantha,Tuscaloosa,Alabama
35485,Tuscaloosa,Tuscaloosa,Alabama
35486,Tuscaloosa,Tuscaloosa,Alabama
35487,Tuscaloosa,Tuscaloosa,Alabama
35490,Vance,Tuscaloosa,Alabama
35491,West Greene,Greene,Alabama
35501,Jasper,Walker,Alabama
35502,Jasper,Walker,Alabama
35503,Jasper,Walker,Alabama
35504,Jasper,Walker,Alabama
35540,Addison,Winston,Alabama
35541,Arley,Winston,Alabama
35542,Bankston,Fayette,Alabama
35543,Bear Creek,Marion,Alabama
35544,Beaverton,Lamar,Alabama
35545,Belk,Fayette,Alabama
35546,Berry,Fayette,Alabama
35548,Brilliant,Marion,Alabama
35549,Carbon Hill,Walker,Alabama
35550,Cordova,Walker,Alabama
35551,Delmar,Winston,Alabama
35552,Detroit,Lamar,Alabama
35553,Double Springs,Winston,Alabama
35554,Eldridge,Walker,Alabama
35555,Fayette,Fayette,Alabama
35559,Glen Allen,Fayette,Alabama
35560,Goodsprings,Walker,Alabama
35563,Guin,Marion,Alabama
35564,Hackleburg,Marion,Alabama
35565,Haleyville,Winston,Alabama
35570,Hamilton,Marion,Alabama
35571,Hodges,Franklin,Alabama
35572,Houston,Winston,Alabama
35573,Kansas,Walker,Alabama
35574,Kennedy,Lamar,Alabama
35575,Lynn,Winston,Alabama
35576,Millport,Lamar,Alabama
35577,Natural Bridge,Winston,Alabama
35578,Nauvoo,Walker,Alabama
35579,Oakman,Walker,Alabama
35580,Parrish,Walker,Alabama
35581,Phil Campbell,Franklin,Alabama
35582,Red Bay,Franklin,Alabama
35584,Sipsey,Walker,Alabama
35585,Spruce Pine,Franklin,Alabama
35586,Sulligent,Lamar,Alabama
35587,Townley,Walker,Alabama
35592,Vernon,Lamar,Alabama
35593,Vina,Franklin,Alabama
35594,Winfield,Marion,Alabama
35601,Decatur,Morgan,Alabama
35602,Decatur,Morgan,Alabama
35603,Decatur,Morgan,Alabama
35609,Decatur,Morgan,Alabama
35610,Anderson,Lauderdale,Alabama
35611,Athens,Limestone,Alabama
35612,Athens,Limestone,Alabama
35613,Athens,Limestone,Alabama
35614,Athens,Limestone,Alabama
35615,Belle Mina,Limestone,Alabama
35616,Cherokee,Colbert,Alabama
35617,Cloverdale,Lauderdale,Alabama
35618,Courtland,Lawrence,Alabama
35619,Danville,Morgan,Alabama
35620,Elkmont,Limestone,Alabama
35621,Eva,Morgan,Alabama
35622,Falkville,Morgan,Alabama
35630,Florence,Lauderdale,Alabama
35631,Florence,Lauderdale,Alabama
35632,Florence,Lauderdale,Alabama
35633,Florence,Lauderdale,Alabama
35634,Florence,Lauderdale,Alabama
35640,Hartselle,Morgan,Alabama
35643,Hillsboro,Lawrence,Alabama
35645,Killen,Lauderdale,Alabama
35646,Leighton,Colbert,Alabama
35647,Lester,Limestone,Alabama
35648,Lexington,Lauderdale,Alabama
35649,Mooresville,Limestone,Alabama
35650,Moulton,Lawrence,Alabama
35651,Mount Hope,Lawrence,Alabama
35652,Rogersville,Lauderdale,Alabama
35653,Russellville,Franklin,Alabama
35654,Russellville,Franklin,Alabama
35660,Sheffield,Colbert,Alabama
35661,Muscle Shoals,Colbert,Alabama
35662,Muscle Shoals,Colbert,Alabama
35670,Somerville,Morgan,Alabama
35671,Tanner,Limestone,Alabama
35672,Town Creek,Lawrence,Alabama
35673,Trinity,Morgan,Alabama
35674,Tuscumbia,Colbert,Alabama
35677,Waterloo,Lauderdale,Alabama
35699,Decatur,Morgan,Alabama
35739,Ardmore,Limestone,Alabama
35740,Bridgeport,Jackson,Alabama
35741,Brownsboro,Madison,Alabama
35742,Capshaw,Limestone,Alabama
35744,Dutton,Jackson,Alabama
35745,Estillfork,Jackson,Alabama
35746,Fackler,Jackson,Alabama
35747,Grant,Marshall,Alabama
35748,Gurley,Madison,Alabama
35749,Harvest,Madison,Alabama
35750,Hazel Green,Madison,Alabama
35751,Hollytree,Jackson,Alabama
35752,Hollywood,Jackson,Alabama
35754,Laceys Spring,Morgan,Alabama
35755,Langston,Jackson,Alabama
35756,Madison,Limestone,Alabama
35757,Madison,Madison,Alabama
35758,Madison,Madison,Alabama
35759,Meridianville,Madison,Alabama
35760,New Hope,Madison,Alabama
35761,New Market,Madison,Alabama
35762,Normal,Madison,Alabama
35763,Owens Cross Roads,Madison,Alabama
35764,Paint Rock,Jackson,Alabama
35765,Pisgah,Jackson,Alabama
35766,Princeton,Jackson,Alabama
35767,Ryland,Madison,Alabama
35768,Scottsboro,Jackson,Alabama
35769,Scottsboro,Jackson,Alabama
35771,Section,Jackson,Alabama
35772,Stevenson,Jackson,Alabama
35773,Toney,Madison,Alabama
35774,Trenton,Jackson,Alabama
35775,Valhermoso Springs,Morgan,Alabama
35776,Woodville,Jackson,Alabama
35801,Huntsville,Madison,Alabama
35802,Huntsville,Madison,Alabama
35803,Huntsville,Madison,Alabama
35804,Huntsville,Madison,Alabama
35805,Huntsville,Madison,Alabama
35806,Huntsville,Madison,Alabama
35807,Huntsville,Madison,Alabama
35808,Huntsville,Madison,Alabama
35809,Huntsville,Madison,Alabama
35810,Huntsville,Madison,Alabama
35811,Huntsville,Madison,Alabama
35812,Huntsville,Madison,Alabama
35813,Huntsville,Madison,Alabama
35814,Huntsville,Madison,Alabama
35815,Huntsville,Madison,Alabama
35816,Huntsville,Madison,Alabama
35824,Huntsville,Madison,Alabama
35893,Huntsville,Madison,Alabama
35894,Huntsville,Madison,Alabama
35895,Huntsville,Madison,Alabama
35896,Huntsville,Madison,Alabama
35897,Huntsville,Madison,Alabama
35898,Huntsville,Madison,Alabama
35899,Huntsville,Madison,Alabama
35901,Gadsden,Etowah,Alabama
35902,Gadsden,Etowah,Alabama
35903,Gadsden,Etowah,Alabama
35904,Gadsden,Etowah,Alabama
35905,Gadsden,Etowah,Alabama
35906,Rainbow City,Etowah,Alabama
35907,Gadsden,Etowah,Alabama
35950,Albertville,Marshall,Alabama
35951,Albertville,Marshall,Alabama
35952,Altoona,Etowah,Alabama
35953,Ashville,Saint Clair,Alabama
35954,Attalla,Etowah,Alabama
35956,Boaz,Etowah,Alabama
35957,Boaz,Marshall,Alabama
35958,Bryant,Jackson,Alabama
35959,Cedar Bluff,Cherokee,Alabama
35960,Centre,Cherokee,Alabama
35961,Collinsville,De Kalb,Alabama
35962,Crossville,De Kalb,Alabama
35963,Dawson,De Kalb,Alabama
35964,Douglas,Marshall,Alabama
35966,Flat Rock,Jackson,Alabama
35967,Fort Payne,De Kalb,Alabama
35968,Fort Payne,De Kalb,Alabama
35971,Fyffe,De Kalb,Alabama
35972,Gallant,Etowah,Alabama
35973,Gaylesville,Cherokee,Alabama
35974,Geraldine,De Kalb,Alabama
35975,Groveoak,De Kalb,Alabama
35976,Guntersville,Marshall,Alabama
35978,Henagar,De Kalb,Alabama
35979,Higdon,Jackson,Alabama
35980,Horton,Marshall,Alabama
35981,Ider,De Kalb,Alabama
35983,Leesburg,Cherokee,Alabama
35984,Mentone,De Kalb,Alabama
35986,Rainsville,De Kalb,Alabama
35987,Steele,Saint Clair,Alabama
35988,Sylvania,De Kalb,Alabama
35989,Valley Head,De Kalb,Alabama
35990,Walnut Grove,Etowah,Alabama
36003,Autaugaville,Autauga,Alabama
36005,Banks,Pike,Alabama
36006,Billingsley,Autauga,Alabama
36008,Booth,Autauga,Alabama
36009,Brantley,Crenshaw,Alabama
36010,Brundidge,Pike,Alabama
36013,Cecil,Montgomery,Alabama
36015,Chapman,Butler,Alabama
36016,Clayton,Barbour,Alabama
36017,Clio,Barbour,Alabama
36020,Coosada,Elmore,Alabama
36022,Deatsville,Elmore,Alabama
36023,East Tallassee,Tallapoosa,Alabama
36024,Eclectic,Elmore,Alabama
36025,Elmore,Elmore,Alabama
36026,Equality,Coosa,Alabama
36027,Eufaula,Barbour,Alabama
36028,Dozier,Crenshaw,Alabama
36029,Fitzpatrick,Bullock,Alabama
36030,Forest Home,Butler,Alabama
36031,Fort Davis,Macon,Alabama
36032,Fort Deposit,Lowndes,Alabama
36033,Georgiana,Butler,Alabama
36034,Glenwood,Crenshaw,Alabama
36035,Goshen,Pike,Alabama
36036,Grady,Montgomery,Alabama
36037,Greenville,Butler,Alabama
36038,Gantt,Covington,Alabama
36039,Hardaway,Macon,Alabama
36040,Hayneville,Lowndes,Alabama
36041,Highland Home,Crenshaw,Alabama
36042,Honoraville,Crenshaw,Alabama
36043,Hope Hull,Montgomery,Alabama
36045,Kent,Elmore,Alabama
36046,Lapine,Montgomery,Alabama
36047,Letohatchee,Lowndes,Alabama
36048,Louisville,Barbour,Alabama
36049,Luverne,Crenshaw,Alabama
36051,Marbury,Autauga,Alabama
36052,Mathews,Montgomery,Alabama
36053,Midway,Bullock,Alabama
36054,Millbrook,Elmore,Alabama
36057,Mount Meigs,Montgomery,Alabama
36061,Perote,Bullock,Alabama
36062,Petrey,Crenshaw,Alabama
36064,Pike Road,Montgomery,Alabama
36065,Pine Level,Montgomery,Alabama
36066,Prattville,Autauga,Alabama
36067,Prattville,Autauga,Alabama
36068,Prattville,Autauga,Alabama
36069,Ramer,Montgomery,Alabama
36071,Rutledge,Crenshaw,Alabama
36072,Eufaula,Barbour,Alabama
36075,Shorter,Macon,Alabama
36078,Tallassee,Elmore,Alabama
36079,Troy,Pike,Alabama
36080,Titus,Elmore,Alabama
36081,Troy,Pike,Alabama
36082,Troy,Pike,Alabama
36083,Tuskegee,Macon,Alabama
36087,Tuskegee Institute,Macon,Alabama
36088,Tuskegee Institute,Macon,Alabama
36089,Union Springs,Bullock,Alabama
36091,Verbena,Chilton,Alabama
36092,Wetumpka,Elmore,Alabama
36093,Wetumpka,Elmore,Alabama
36101,Montgomery,Montgomery,Alabama
36102,Montgomery,Montgomery,Alabama
36103,Montgomery,Montgomery,Alabama
36104,Montgomery,Montgomery,Alabama
36105,Montgomery,Montgomery,Alabama
36106,Montgomery,Montgomery,Alabama
36107,Montgomery,Montgomery,Alabama
36108,Montgomery,Montgomery,Alabama
36109,Montgomery,Montgomery,Alabama
36110,Montgomery,Montgomery,Alabama
36111,Montgomery,Montgomery,Alabama
36112,Montgomery,Montgomery,Alabama
36113,Montgomery,Montgomery,Alabama
36114,Montgomery,Montgomery,Alabama
36115,Montgomery,Montgomery,Alabama
36116,Montgomery,Montgomery,Alabama
36117,Montgomery,Montgomery,Alabama
36118,Montgomery,Montgomery,Alabama
36119,Montgomery,Montgomery,Alabama
36120,Montgomery,Montgomery,Alabama
36121,Montgomery,Montgomery,Alabama
36123,Montgomery,Montgomery,Alabama
36124,Montgomery,Montgomery,Alabama
36125,Montgomery,Montgomery,Alabama
36130,Montgomery,Montgomery,Alabama
36131,Montgomery,Montgomery,Alabama
36132,Montgomery,Montgomery,Alabama
36133,Montgomery,Montgomery,Alabama
36134,Montgomery,Montgomery,Alabama
36135,Montgomery,Montgomery,Alabama
36140,Montgomery,Montgomery,Alabama
36141,Montgomery,Montgomery,Alabama
36142,Montgomery,Montgomery,Alabama
36177,Montgomery,Montgomery,Alabama
36191,Montgomery,Montgomery,Alabama
36201,Anniston,Calhoun,Alabama
36202,Anniston,Calhoun,Alabama
36203,Oxford,Calhoun,Alabama
36204,Anniston,Calhoun,Alabama
36205,Anniston,Calhoun,Alabama
36206,Anniston,Calhoun,Alabama
36207,Anniston,Calhoun,Alabama
36210,Anniston,Calhoun,Alabama
36250,Alexandria,Calhoun,Alabama
36251,Ashland,Clay,Alabama
36253,Bynum,Calhoun,Alabama
36254,Choccolocco,Calhoun,Alabama
36255,Cragford,Clay,Alabama
36256,Daviston,Tallapoosa,Alabama
36257,De Armanville,Calhoun,Alabama
36258,Delta,Clay,Alabama
36260,Eastaboga,Calhoun,Alabama
36261,Edwardsville,Cleburne,Alabama
36262,Fruithurst,Cleburne,Alabama
36263,Graham,Randolph,Alabama
36264,Heflin,Cleburne,Alabama
36265,Jacksonville,Calhoun,Alabama
36266,Lineville,Clay,Alabama
36267,Millerville,Clay,Alabama
36268,Munford,Talladega,Alabama
36269,Muscadine,Cleburne,Alabama
36271,Ohatchee,Calhoun,Alabama
36272,Piedmont,Calhoun,Alabama
36273,Ranburne,Cleburne,Alabama
36274,Roanoke,Randolph,Alabama
36275,Spring Garden,Cherokee,Alabama
36276,Wadley,Randolph,Alabama
36277,Weaver,Calhoun,Alabama
36278,Wedowee,Randolph,Alabama
36279,Wellington,Calhoun,Alabama
36280,Woodland,Randolph,Alabama
36301,Dothan,Houston,Alabama
36302,Dothan,Houston,Alabama
36303,Dothan,Houston,Alabama
36304,Dothan,Houston,Alabama
36305,Dothan,Houston,Alabama
36310,Abbeville,Henry,Alabama
36311,Ariton,Dale,Alabama
36312,Ashford,Houston,Alabama
36313,Bellwood,Geneva,Alabama
36314,Black,Geneva,Alabama
36316,Chancellor,Geneva,Alabama
36317,Clopton,Henry,Alabama
36318,Coffee Springs,Geneva,Alabama
36319,Columbia,Houston,Alabama
36320,Cottonwood,Houston,Alabama
36321,Cowarts,Houston,Alabama
36322,Daleville,Dale,Alabama
36323,Elba,Coffee,Alabama
36330,Enterprise,Coffee,Alabama
36331,Enterprise,Coffee,Alabama
36340,Geneva,Geneva,Alabama
36343,Gordon,Houston,Alabama
36344,Hartford,Geneva,Alabama
36345,Headland,Henry,Alabama
36346,Jack,Coffee,Alabama
36349,Malvern,Geneva,Alabama
36350,Midland City,Dale,Alabama
36351,New Brockton,Coffee,Alabama
36352,Newton,Dale,Alabama
36353,Newville,Henry,Alabama
36360,Ozark,Dale,Alabama
36361,Ozark,Dale,Alabama
36362,Fort Rucker,Dale,Alabama
36370,Pansey,Houston,Alabama
36371,Pinckard,Dale,Alabama
36373,Shorterville,Henry,Alabama
36374,Skipperville,Dale,Alabama
36375,Slocomb,Geneva,Alabama
36376,Webb,Houston,Alabama
36401,Evergreen,Conecuh,Alabama
36420,Andalusia,Covington,Alabama
36421,Andalusia,Covington,Alabama
36425,Beatrice,Monroe,Alabama
36426,Brewton,Escambia,Alabama
36427,Brewton,Escambia,Alabama
36429,Brooklyn,Conecuh,Alabama
36432,Castleberry,Conecuh,Alabama
36435,Coy,Wilcox,Alabama
36436,Dickinson,Clarke,Alabama
36439,Excel,Monroe,Alabama
36441,Flomaton,Escambia,Alabama
36442,Florala,Covington,Alabama
36444,Franklin,Monroe,Alabama
36445,Frisco City,Monroe,Alabama
36446,Fulton,Clarke,Alabama
36449,Goodway,Monroe,Alabama
36451,Grove Hill,Clarke,Alabama
36453,Kinston,Coffee,Alabama
36454,Lenox,Conecuh,Alabama
36455,Lockhart,Covington,Alabama
36456,Mc Kenzie,Butler,Alabama
36457,Megargel,Monroe,Alabama
36458,Mexia,Monroe,Alabama
36460,Monroeville,Monroe,Alabama
36461,Monroeville,Monroe,Alabama
36462,Monroeville,Monroe,Alabama
36467,Opp,Covington,Alabama
36470,Perdue Hill,Monroe,Alabama
36471,Peterman,Monroe,Alabama
36473,Range,Conecuh,Alabama
36474,Red Level,Covington,Alabama
36475,Repton,Conecuh,Alabama
36476,River Falls,Covington,Alabama
36477,Samson,Geneva,Alabama
36480,Uriah,Monroe,Alabama
36481,Vredenburgh,Monroe,Alabama
36482,Whatley,Clarke,Alabama
36483,Wing,Covington,Alabama
36501,Alma,Clarke,Alabama
36502,Atmore,Escambia,Alabama
36503,Atmore,Escambia,Alabama
36504,Atmore,Escambia,Alabama
36505,Axis,Mobile,Alabama
36507,Bay Minette,Baldwin,Alabama
36509,Bayou La Batre,Mobile,Alabama
36511,Bon Secour,Baldwin,Alabama
36512,Bucks,Mobile,Alabama
36513,Calvert,Washington,Alabama
36515,Carlton,Clarke,Alabama
36518,Chatom,Washington,Alabama
36521,Chunchula,Mobile,Alabama
36522,Citronelle,Mobile,Alabama
36523,Coden,Mobile,Alabama
36524,Coffeeville,Clarke,Alabama
36525,Creola,Mobile,Alabama
36526,Daphne,Baldwin,Alabama
36527,Spanish Fort,Baldwin,Alabama
36528,Dauphin Island,Mobile,Alabama
36529,Deer Park,Washington,Alabama
36530,Elberta,Baldwin,Alabama
36532,Fairhope,Baldwin,Alabama
36533,Fairhope,Baldwin,Alabama
36535,Foley,Baldwin,Alabama
36536,Foley,Baldwin,Alabama
36538,Frankville,Washington,Alabama
36539,Fruitdale,Washington,Alabama
36540,Gainestown,Clarke,Alabama
36541,Grand Bay,Mobile,Alabama
36542,Gulf Shores,Baldwin,Alabama
36543,Huxford,Escambia,Alabama
36544,Irvington,Mobile,Alabama
36545,Jackson,Clarke,Alabama
36547,Gulf Shores,Baldwin,Alabama
36548,Leroy,Washington,Alabama
36549,Lillian,Baldwin,Alabama
36550,Little River,Baldwin,Alabama
36551,Loxley,Baldwin,Alabama
36553,Mc Intosh,Washington,Alabama
36555,Magnolia Springs,Baldwin,Alabama
36556,Malcolm,Washington,Alabama
36558,Millry,Washington,Alabama
36559,Montrose,Baldwin,Alabama
36560,Mount Vernon,Mobile,Alabama
36561,Orange Beach,Baldwin,Alabama
36562,Perdido,Baldwin,Alabama
36564,Point Clear,Baldwin,Alabama
36567,Robertsdale,Baldwin,Alabama
36568,Saint Elmo,Mobile,Alabama
36569,Saint Stephens,Washington,Alabama
36571,Saraland,Mobile,Alabama
36572,Satsuma,Mobile,Alabama
36574,Seminole,Baldwin,Alabama
36575,Semmes,Mobile,Alabama
36576,Silverhill,Baldwin,Alabama
36577,Spanish Fort,Baldwin,Alabama
36578,Stapleton,Baldwin,Alabama
36579,Stockton,Baldwin,Alabama
36580,Summerdale,Baldwin,Alabama
36581,Sunflower,Washington,Alabama
36582,Theodore,Mobile,Alabama
36583,Tibbie,Washington,Alabama
36584,Vinegar Bend,Washington,Alabama
36585,Wagarville,Washington,Alabama
36587,Wilmer,Mobile,Alabama
36590,Theodore,Mobile,Alabama
36601,Mobile,Mobile,Alabama
36602,Mobile,Mobile,Alabama
36603,Mobile,Mobile,Alabama
36604,Mobile,Mobile,Alabama
36605,Mobile,Mobile,Alabama
36606,Mobile,Mobile,Alabama
36607,Mobile,Mobile,Alabama
36608,Mobile,Mobile,Alabama
36609,Mobile,Mobile,Alabama
36610,Mobile,Mobile,Alabama
36611,Mobile,Mobile,Alabama
36612,Mobile,Mobile,Alabama
36613,Eight Mile,Mobile,Alabama
36615,Mobile,Mobile,Alabama
36616,Mobile,Mobile,Alabama
36617,Mobile,Mobile,Alabama
36618,Mobile,Mobile,Alabama
36619,Mobile,Mobile,Alabama
36621,Mobile,Mobile,Alabama
36622,Mobile,Mobile,Alabama
36625,Mobile,Mobile,Alabama
36628,Mobile,Mobile,Alabama
36630,Mobile,Mobile,Alabama
36633,Mobile,Mobile,Alabama
36640,Mobile,Mobile,Alabama
36641,Mobile,Mobile,Alabama
36644,Mobile,Mobile,Alabama
36652,Mobile,Mobile,Alabama
36660,Mobile,Mobile,Alabama
36663,Mobile,Mobile,Alabama
36670,Mobile,Mobile,Alabama
36671,Mobile,Mobile,Alabama
