zip_code,city,country,state
33102,Miami,Miami-dade,Florida
33107,Miami,Miami-dade,Florida
33109,Miami Beach,Miami-dade,Florida
33110,Miami,Miami-dade,Florida
33111,Miami,Miami-dade,Florida
33112,Miami,Miami-dade,Florida
33114,Miami,Miami-dade,Florida
33116,Miami,Miami-dade,Florida
33119,Miami Beach,Miami-dade,Florida
33121,Miami,Miami-dade,Florida
33122,Miami,Miami-dade,Florida
33124,Miami,Miami-dade,Florida
33125,Miami,Miami-dade,Florida
33126,Miami,Miami-dade,Florida
33127,Miami,Miami-dade,Florida
33128,Miami,Miami-dade,Florida
33129,Miami,Miami-dade,Florida
33130,Miami,Miami-dade,Florida
33131,Miami,Miami-dade,Florida
33132,Miami,Miami-dade,Florida
33133,Miami,Miami-dade,Florida
33134,Miami,Miami-dade,Florida
33135,Miami,Miami-dade,Florida
33136,Miami,Miami-dade,Florida
33137,Miami,Miami-dade,Florida
33138,Miami,Miami-dade,Florida
33139,Miami Beach,Miami-dade,Florida
33140,Miami Beach,Miami-dade,Florida
33141,Miami Beach,Miami-dade,Florida
33142,Miami,Miami-dade,Florida
33143,Miami,Miami-dade,Florida
33144,Miami,Miami-dade,Florida
33145,Miami,Miami-dade,Florida
33146,Miami,Miami-dade,Florida
33147,Miami,Miami-dade,Florida
33148,Miami,Miami-dade,Florida
33149,Key Biscayne,Miami-dade,Florida
33150,Miami,Miami-dade,Florida
33151,Miami,Miami-dade,Florida
33152,Miami,Miami-dade,Florida
33153,Miami,Miami-dade,Florida
33154,Miami Beach,Miami-dade,Florida
33155,Miami,Miami-dade,Florida
33156,Miami,Miami-dade,Florida
33157,Miami,Miami-dade,Florida
33158,Miami,Miami-dade,Florida
33159,Miami,Miami-dade,Florida
33160,North Miami Beach,Miami-dade,Florida
33161,Miami,Miami-dade,Florida
33162,Miami,Miami-dade,Florida
33163,Miami,Miami-dade,Florida
33164,Miami,Miami-dade,Florida
33165,Miami,Miami-dade,Florida
33166,Miami,Miami-dade,Florida
33167,Miami,Miami-dade,Florida
33168,Miami,Miami-dade,Florida
33169,Miami,Miami-dade,Florida
33170,Miami,Miami-dade,Florida
33172,Miami,Miami-dade,Florida
33173,Miami,Miami-dade,Florida
33174,Miami,Miami-dade,Florida
33175,Miami,Miami-dade,Florida
33176,Miami,Miami-dade,Florida
33177,Miami,Miami-dade,Florida
33178,Miami,Miami-dade,Florida
33179,Miami,Miami-dade,Florida
33180,Miami,Miami-dade,Florida
33181,Miami,Miami-dade,Florida
33182,Miami,Miami-dade,Florida
33183,Miami,Miami-dade,Florida
33184,Miami,Miami-dade,Florida
33185,Miami,Miami-dade,Florida
33186,Miami,Miami-dade,Florida
33187,Miami,Miami-dade,Florida
33188,Miami,Miami-dade,Florida
33189,Miami,Miami-dade,Florida
33190,Miami,Miami-dade,Florida
33193,Miami,Miami-dade,Florida
33194,Miami,Miami-dade,Florida
33195,Miami,Miami-dade,Florida
33196,Miami,Miami-dade,Florida
33197,Miami,Miami-dade,Florida
33199,Miami,Miami-dade,Florida
33231,Miami,Miami-dade,Florida
33233,Miami,Miami-dade,Florida
33234,Miami,Miami-dade,Florida
33238,Miami,Miami-dade,Florida
33239,Miami Beach,Miami-dade,Florida
33242,Miami,Miami-dade,Florida
33243,Miami,Miami-dade,Florida
33245,Miami,Miami-dade,Florida
33247,Miami,Miami-dade,Florida
33255,Miami,Miami-dade,Florida
33256,Miami,Miami-dade,Florida
33257,Miami,Miami-dade,Florida
33261,Miami,Miami-dade,Florida
33265,Miami,Miami-dade,Florida
33266,Miami,Miami-dade,Florida
33269,Miami,Miami-dade,Florida
33280,Miami,Miami-dade,Florida
33283,Miami,Miami-dade,Florida
33296,Miami,Miami-dade,Florida
33299,Miami,Miami-dade,Florida
33301,Fort Lauderdale,Broward,Florida
33302,Fort Lauderdale,Broward,Florida
33303,Fort Lauderdale,Broward,Florida
33304,Fort Lauderdale,Broward,Florida
33305,Fort Lauderdale,Broward,Florida
33306,Fort Lauderdale,Broward,Florida
33307,Fort Lauderdale,Broward,Florida
33308,Fort Lauderdale,Broward,Florida
33309,Fort Lauderdale,Broward,Florida
33310,Fort Lauderdale,Broward,Florida
33311,Fort Lauderdale,Broward,Florida
33312,Fort Lauderdale,Broward,Florida
33313,Fort Lauderdale,Broward,Florida
33314,Fort Lauderdale,Broward,Florida
33315,Fort Lauderdale,Broward,Florida
33316,Fort Lauderdale,Broward,Florida
33317,Fort Lauderdale,Broward,Florida
33318,Fort Lauderdale,Broward,Florida
33319,Fort Lauderdale,Broward,Florida
33320,Fort Lauderdale,Broward,Florida
33321,Fort Lauderdale,Broward,Florida
33322,Fort Lauderdale,Broward,Florida
33323,Fort Lauderdale,Broward,Florida
33324,Fort Lauderdale,Broward,Florida
33325,Fort Lauderdale,Broward,Florida
33326,Fort Lauderdale,Broward,Florida
33327,Fort Lauderdale,Broward,Florida
33328,Fort Lauderdale,Broward,Florida
33329,Fort Lauderdale,Broward,Florida
33330,Fort Lauderdale,Broward,Florida
33331,Fort Lauderdale,Broward,Florida
33332,Fort Lauderdale,Broward,Florida
33334,Fort Lauderdale,Broward,Florida
33335,Fort Lauderdale,Broward,Florida
33336,Fort Lauderdale,Broward,Florida
33337,Fort Lauderdale,Broward,Florida
33338,Fort Lauderdale,Broward,Florida
33339,Fort Lauderdale,Broward,Florida
33340,Fort Lauderdale,Broward,Florida
33345,Fort Lauderdale,Broward,Florida
33346,Fort Lauderdale,Broward,Florida
33348,Fort Lauderdale,Broward,Florida
33349,Fort Lauderdale,Broward,Florida
33351,Fort Lauderdale,Broward,Florida
33355,Fort Lauderdale,Broward,Florida
33359,Fort Lauderdale,Broward,Florida
33388,Fort Lauderdale,Broward,Florida
33394,Fort Lauderdale,Broward,Florida
33401,West Palm Beach,Palm Beach,Florida
33402,West Palm Beach,Palm Beach,Florida
33403,West Palm Beach,Palm Beach,Florida
33404,West Palm Beach,Palm Beach,Florida
33405,West Palm Beach,Palm Beach,Florida
33406,West Palm Beach,Palm Beach,Florida
33407,West Palm Beach,Palm Beach,Florida
33408,North Palm Beach,Palm Beach,Florida
33409,West Palm Beach,Palm Beach,Florida
33410,Palm Beach Gardens,Palm Beach,Florida
33411,West Palm Beach,Palm Beach,Florida
33412,West Palm Beach,Palm Beach,Florida
33413,West Palm Beach,Palm Beach,Florida
33414,West Palm Beach,Palm Beach,Florida
33415,West Palm Beach,Palm Beach,Florida
33416,West Palm Beach,Palm Beach,Florida
33417,West Palm Beach,Palm Beach,Florida
33418,Palm Beach Gardens,Palm Beach,Florida
33419,West Palm Beach,Palm Beach,Florida
33420,West Palm Beach,Palm Beach,Florida
33421,West Palm Beach,Palm Beach,Florida
33422,West Palm Beach,Palm Beach,Florida
33424,Boynton Beach,Palm Beach,Florida
33425,Boynton Beach,Palm Beach,Florida
33426,Boynton Beach,Palm Beach,Florida
33427,Boca Raton,Palm Beach,Florida
33428,Boca Raton,Palm Beach,Florida
33429,Boca Raton,Palm Beach,Florida
33430,Belle Glade,Palm Beach,Florida
33431,Boca Raton,Palm Beach,Florida
33432,Boca Raton,Palm Beach,Florida
33433,Boca Raton,Palm Beach,Florida
33434,Boca Raton,Palm Beach,Florida
33435,Boynton Beach,Palm Beach,Florida
33436,Boynton Beach,Palm Beach,Florida
33437,Boynton Beach,Palm Beach,Florida
33438,Canal Point,Palm Beach,Florida
33439,Bryant,Palm Beach,Florida
33440,Clewiston,Hendry,Florida
33441,Deerfield Beach,Broward,Florida
33442,Deerfield Beach,Broward,Florida
33443,Deerfield Beach,Broward,Florida
33444,Delray Beach,Palm Beach,Florida
33445,Delray Beach,Palm Beach,Florida
33446,Delray Beach,Palm Beach,Florida
33447,Delray Beach,Palm Beach,Florida
33448,Delray Beach,Palm Beach,Florida
33454,Lake Worth,Palm Beach,Florida
33455,Hobe Sound,Martin,Florida
33458,Jupiter,Palm Beach,Florida
33459,Lake Harbor,Palm Beach,Florida
33460,Lake Worth,Palm Beach,Florida
33461,Lake Worth,Palm Beach,Florida
33462,Lake Worth,Palm Beach,Florida
33463,Lake Worth,Palm Beach,Florida
33464,Boca Raton,Palm Beach,Florida
33465,Lake Worth,Palm Beach,Florida
33466,Lake Worth,Palm Beach,Florida
33467,Lake Worth,Palm Beach,Florida
33468,Jupiter,Palm Beach,Florida
33469,Jupiter,Palm Beach,Florida
33470,Loxahatchee,Palm Beach,Florida
33471,Moore Haven,Glades,Florida
33474,Boynton Beach,Palm Beach,Florida
33475,Hobe Sound,Martin,Florida
33476,Pahokee,Palm Beach,Florida
33477,Jupiter,Palm Beach,Florida
33478,Jupiter,Palm Beach,Florida
33480,Palm Beach,Palm Beach,Florida
33481,Boca Raton,Palm Beach,Florida
33482,Delray Beach,Palm Beach,Florida
33483,Delray Beach,Palm Beach,Florida
33484,Delray Beach,Palm Beach,Florida
33486,Boca Raton,Palm Beach,Florida
33487,Boca Raton,Palm Beach,Florida
33488,Boca Raton,Palm Beach,Florida
33493,South Bay,Palm Beach,Florida
33496,Boca Raton,Palm Beach,Florida
33497,Boca Raton,Palm Beach,Florida
33498,Boca Raton,Palm Beach,Florida
33499,Boca Raton,Palm Beach,Florida
33503,Balm,Hillsborough,Florida
33508,Brandon,Hillsborough,Florida
33509,Brandon,Hillsborough,Florida
33510,Brandon,Hillsborough,Florida
33511,Brandon,Hillsborough,Florida
33513,Bushnell,Sumter,Florida
33514,Center Hill,Sumter,Florida
33521,Coleman,Sumter,Florida
33523,Dade City,Pasco,Florida
33524,Crystal Springs,Pasco,Florida
33525,Dade City,Pasco,Florida
33526,Dade City,Pasco,Florida
33527,Dover,Hillsborough,Florida
33530,Durant,Hillsborough,Florida
33534,Gibsonton,Hillsborough,Florida
33537,Lacoochee,Pasco,Florida
33538,Lake Panasoffkee,Sumter,Florida
33539,Zephyrhills,Pasco,Florida
33540,Zephyrhills,Pasco,Florida
33541,Zephyrhills,Pasco,Florida
33542,Zephyrhills,Pasco,Florida
33543,Wesley Chapel,Pasco,Florida
33544,Wesley Chapel,Pasco,Florida
33547,Lithia,Hillsborough,Florida
33548,Lutz,Hillsborough,Florida
33549,Lutz,Hillsborough,Florida
33550,Mango,Hillsborough,Florida
33556,Odessa,Hillsborough,Florida
33558,Lutz,Hillsborough,Florida
33559,Lutz,Hillsborough,Florida
33563,Plant City,Hillsborough,Florida
33564,Plant City,Hillsborough,Florida
33565,Plant City,Hillsborough,Florida
33566,Plant City,Hillsborough,Florida
33567,Plant City,Hillsborough,Florida
33568,Riverview,Hillsborough,Florida
33569,Riverview,Hillsborough,Florida
33570,Ruskin,Hillsborough,Florida
33571,Sun City Center,Hillsborough,Florida
33572,Apollo Beach,Hillsborough,Florida
33573,Sun City Center,Hillsborough,Florida
33574,Saint Leo,Pasco,Florida
33575,Ruskin,Hillsborough,Florida
33576,San Antonio,Pasco,Florida
33583,Seffner,Hillsborough,Florida
33584,Seffner,Hillsborough,Florida
33585,Sumterville,Sumter,Florida
33586,Sun City,Hillsborough,Florida
33587,Sydney,Hillsborough,Florida
33592,Thonotosassa,Hillsborough,Florida
33593,Trilby,Pasco,Florida
33594,Valrico,Hillsborough,Florida
33595,Valrico,Hillsborough,Florida
33597,Webster,Sumter,Florida
33598,Wimauma,Hillsborough,Florida
33601,Tampa,Hillsborough,Florida
33602,Tampa,Hillsborough,Florida
33603,Tampa,Hillsborough,Florida
33604,Tampa,Hillsborough,Florida
33605,Tampa,Hillsborough,Florida
33606,Tampa,Hillsborough,Florida
33607,Tampa,Hillsborough,Florida
33608,Tampa,Hillsborough,Florida
33609,Tampa,Hillsborough,Florida
33610,Tampa,Hillsborough,Florida
33611,Tampa,Hillsborough,Florida
33612,Tampa,Hillsborough,Florida
33613,Tampa,Hillsborough,Florida
33614,Tampa,Hillsborough,Florida
33615,Tampa,Hillsborough,Florida
33616,Tampa,Hillsborough,Florida
33617,Tampa,Hillsborough,Florida
33618,Tampa,Hillsborough,Florida
33619,Tampa,Hillsborough,Florida
33620,Tampa,Hillsborough,Florida
33621,Tampa,Hillsborough,Florida
33622,Tampa,Hillsborough,Florida
33623,Tampa,Hillsborough,Florida
33624,Tampa,Hillsborough,Florida
33625,Tampa,Hillsborough,Florida
33626,Tampa,Hillsborough,Florida
33629,Tampa,Hillsborough,Florida
33630,Tampa,Hillsborough,Florida
33631,Tampa,Hillsborough,Florida
33633,Tampa,Hillsborough,Florida
33634,Tampa,Hillsborough,Florida
33635,Tampa,Hillsborough,Florida
33637,Tampa,Hillsborough,Florida
33647,Tampa,Hillsborough,Florida
33650,Tampa,Hillsborough,Florida
33651,Tampa,Hillsborough,Florida
33655,Tampa,Hillsborough,Florida
33660,Tampa,Hillsborough,Florida
33661,Tampa,Hillsborough,Florida
33662,Tampa,Hillsborough,Florida
33663,Tampa,Hillsborough,Florida
33664,Tampa,Hillsborough,Florida
33672,Tampa,Hillsborough,Florida
33673,Tampa,Hillsborough,Florida
33674,Tampa,Hillsborough,Florida
33675,Tampa,Hillsborough,Florida
33677,Tampa,Hillsborough,Florida
33679,Tampa,Hillsborough,Florida
33680,Tampa,Hillsborough,Florida
33681,Tampa,Hillsborough,Florida
33682,Tampa,Hillsborough,Florida
33684,Tampa,Hillsborough,Florida
33685,Tampa,Hillsborough,Florida
33686,Tampa,Hillsborough,Florida
33687,Tampa,Hillsborough,Florida
33688,Tampa,Hillsborough,Florida
33689,Tampa,Hillsborough,Florida
33690,Tampa,Hillsborough,Florida
33694,Tampa,Hillsborough,Florida
33697,Tampa,Hillsborough,Florida
33701,Saint Petersburg,Pinellas,Florida
33702,Saint Petersburg,Pinellas,Florida
33703,Saint Petersburg,Pinellas,Florida
33704,Saint Petersburg,Pinellas,Florida
33705,Saint Petersburg,Pinellas,Florida
33706,Saint Petersburg,Pinellas,Florida
33707,Saint Petersburg,Pinellas,Florida
33708,Saint Petersburg,Pinellas,Florida
33709,Saint Petersburg,Pinellas,Florida
33710,Saint Petersburg,Pinellas,Florida
33711,Saint Petersburg,Pinellas,Florida
33712,Saint Petersburg,Pinellas,Florida
33713,Saint Petersburg,Pinellas,Florida
33714,Saint Petersburg,Pinellas,Florida
33715,Saint Petersburg,Pinellas,Florida
33716,Saint Petersburg,Pinellas,Florida
33729,Saint Petersburg,Pinellas,Florida
33730,Saint Petersburg,Pinellas,Florida
33731,Saint Petersburg,Pinellas,Florida
33732,Saint Petersburg,Pinellas,Florida
33733,Saint Petersburg,Pinellas,Florida
33734,Saint Petersburg,Pinellas,Florida
33736,Saint Petersburg,Pinellas,Florida
33737,Saint Petersburg,Pinellas,Florida
33738,Saint Petersburg,Pinellas,Florida
33740,Saint Petersburg,Pinellas,Florida
33741,Saint Petersburg,Pinellas,Florida
33742,Saint Petersburg,Pinellas,Florida
33743,Saint Petersburg,Pinellas,Florida
33744,Bay Pines,Pinellas,Florida
33747,Saint Petersburg,Pinellas,Florida
33755,Clearwater,Pinellas,Florida
33756,Clearwater,Pinellas,Florida
33757,Clearwater,Pinellas,Florida
33758,Clearwater,Pinellas,Florida
33759,Clearwater,Pinellas,Florida
33760,Clearwater,Pinellas,Florida
33761,Clearwater,Pinellas,Florida
33762,Clearwater,Pinellas,Florida
33763,Clearwater,Pinellas,Florida
33764,Clearwater,Pinellas,Florida
33765,Clearwater,Pinellas,Florida
33766,Clearwater,Pinellas,Florida
33767,Clearwater Beach,Pinellas,Florida
33769,Clearwater,Pinellas,Florida
33770,Largo,Pinellas,Florida
33771,Largo,Pinellas,Florida
33772,Seminole,Pinellas,Florida
33773,Largo,Pinellas,Florida
33774,Largo,Pinellas,Florida
33775,Seminole,Pinellas,Florida
33776,Seminole,Pinellas,Florida
33777,Seminole,Pinellas,Florida
33778,Largo,Pinellas,Florida
33779,Largo,Pinellas,Florida
33780,Pinellas Park,Pinellas,Florida
33781,Pinellas Park,Pinellas,Florida
33782,Pinellas Park,Pinellas,Florida
33784,Saint Petersburg,Pinellas,Florida
33785,Indian Rocks Beach,Pinellas,Florida
33786,Belleair Beach,Pinellas,Florida
33801,Lakeland,Polk,Florida
33802,Lakeland,Polk,Florida
33803,Lakeland,Polk,Florida
33804,Lakeland,Polk,Florida
33805,Lakeland,Polk,Florida
33806,Lakeland,Polk,Florida
33807,Lakeland,Polk,Florida
33809,Lakeland,Polk,Florida
33810,Lakeland,Polk,Florida
33811,Lakeland,Polk,Florida
33812,Lakeland,Polk,Florida
33813,Lakeland,Polk,Florida
33815,Lakeland,Polk,Florida
33820,Alturas,Polk,Florida
33823,Auburndale,Polk,Florida
33825,Avon Park,Highlands,Florida
33826,Avon Park,Highlands,Florida
33827,Babson Park,Polk,Florida
33830,Bartow,Polk,Florida
33831,Bartow,Polk,Florida
33834,Bowling Green,Hardee,Florida
33835,Bradley,Polk,Florida
33836,Davenport,Polk,Florida
33837,Davenport,Polk,Florida
33838,Dundee,Polk,Florida
33839,Eagle Lake,Polk,Florida
33840,Eaton Park,Polk,Florida
33841,Fort Meade,Polk,Florida
33843,Frostproof,Polk,Florida
33844,Haines City,Polk,Florida
33845,Haines City,Polk,Florida
33846,Highland City,Polk,Florida
33847,Homeland,Polk,Florida
33848,Intercession City,Osceola,Florida
33849,Kathleen,Polk,Florida
33850,Lake Alfred,Polk,Florida
33851,Lake Hamilton,Polk,Florida
33852,Lake Placid,Highlands,Florida
33853,Lake Wales,Polk,Florida
33854,Fedhaven,Polk,Florida
33855,Indian Lake Estates,Polk,Florida
33856,Nalcrest,Polk,Florida
33857,Lorida,Highlands,Florida
33858,Loughman,Polk,Florida
33859,Lake Wales,Polk,Florida
33860,Mulberry,Polk,Florida
33862,Lake Placid,Highlands,Florida
33863,Nichols,Polk,Florida
33865,Ona,Hardee,Florida
33867,River Ranch,Polk,Florida
33868,Polk City,Polk,Florida
33870,Sebring,Highlands,Florida
33871,Sebring,Highlands,Florida
33872,Sebring,Highlands,Florida
33873,Wauchula,Hardee,Florida
33875,Sebring,Highlands,Florida
33876,Sebring,Highlands,Florida
33877,Waverly,Polk,Florida
33880,Winter Haven,Polk,Florida
33881,Winter Haven,Polk,Florida
33882,Winter Haven,Polk,Florida
33883,Winter Haven,Polk,Florida
33884,Winter Haven,Polk,Florida
33885,Winter Haven,Polk,Florida
33888,Winter Haven,Polk,Florida
33890,Zolfo Springs,Hardee,Florida
33896,Davenport,Polk,Florida
33897,Davenport,Polk,Florida
33898,Lake Wales,Polk,Florida
33901,Fort Myers,Lee,Florida
33902,Fort Myers,Lee,Florida
33903,North Fort Myers,Lee,Florida
33904,Cape Coral,Lee,Florida
33905,Fort Myers,Lee,Florida
33906,Fort Myers,Lee,Florida
33907,Fort Myers,Lee,Florida
33908,Fort Myers,Lee,Florida
33909,Cape Coral,Lee,Florida
33910,Cape Coral,Lee,Florida
33911,Fort Myers,Lee,Florida
33912,Fort Myers,Lee,Florida
33913,Fort Myers,Lee,Florida
33914,Cape Coral,Lee,Florida
33915,Cape Coral,Lee,Florida
33916,Fort Myers,Lee,Florida
33917,North Fort Myers,Lee,Florida
33918,North Fort Myers,Lee,Florida
33919,Fort Myers,Lee,Florida
33920,Alva,Lee,Florida
33921,Boca Grande,Lee,Florida
33922,Bokeelia,Lee,Florida
33924,Captiva,Lee,Florida
33927,El Jobean,Charlotte,Florida
33928,Estero,Lee,Florida
33930,Felda,Hendry,Florida
33931,Fort Myers Beach,Lee,Florida
33932,Fort Myers Beach,Lee,Florida
33935,Labelle,Hendry,Florida
33936,Lehigh Acres,Lee,Florida
33938,Murdock,Charlotte,Florida
33944,Palmdale,Glades,Florida
33945,Pineland,Lee,Florida
33946,Placida,Charlotte,Florida
33947,Rotonda West,Charlotte,Florida
33948,Port Charlotte,Charlotte,Florida
33949,Port Charlotte,Charlotte,Florida
33950,Punta Gorda,Charlotte,Florida
33951,Punta Gorda,Charlotte,Florida
33952,Port Charlotte,Charlotte,Florida
33953,Port Charlotte,Charlotte,Florida
33954,Port Charlotte,Charlotte,Florida
33955,Punta Gorda,Charlotte,Florida
33956,Saint James City,Lee,Florida
33957,Sanibel,Lee,Florida
33960,Venus,Highlands,Florida
33965,Fort Myers,Lee,Florida
33966,Fort Myers,Lee,Florida
33967,Fort Myers,Lee,Florida
33970,Lehigh Acres,Lee,Florida
33971,Lehigh Acres,Lee,Florida
33972,Lehigh Acres,Lee,Florida
33975,Labelle,Hendry,Florida
33980,Port Charlotte,Charlotte,Florida
33981,Port Charlotte,Charlotte,Florida
33982,Punta Gorda,Charlotte,Florida
33983,Punta Gorda,Charlotte,Florida
33990,Cape Coral,Lee,Florida
33991,Cape Coral,Lee,Florida
33993,Cape Coral,Lee,Florida
33994,Fort Myers,Lee,Florida
34101,Naples,Collier,Florida
34102,Naples,Collier,Florida
34103,Naples,Collier,Florida
34104,Naples,Collier,Florida
34105,Naples,Collier,Florida
34106,Naples,Collier,Florida
34107,Vanderbilt Beach,Collier,Florida
34108,Naples,Collier,Florida
34109,Naples,Collier,Florida
34110,Naples,Collier,Florida
34112,Naples,Collier,Florida
34113,Naples,Collier,Florida
34114,Naples,Collier,Florida
34116,Naples,Collier,Florida
34117,Naples,Collier,Florida
34119,Naples,Collier,Florida
34120,Naples,Collier,Florida
34133,Bonita Springs,Lee,Florida
34134,Bonita Springs,Lee,Florida
34135,Bonita Springs,Lee,Florida
34136,Bonita Springs,Lee,Florida
34137,Copeland,Collier,Florida
34138,Chokoloskee,Collier,Florida
34139,Everglades City,Collier,Florida
34140,Goodland,Collier,Florida
34141,Ochopee,Miami-dade,Florida
34142,Immokalee,Collier,Florida
34143,Immokalee,Collier,Florida
34145,Marco Island,Collier,Florida
34146,Marco Island,Collier,Florida
34201,Bradenton,Manatee,Florida
34202,Bradenton,Manatee,Florida
34203,Bradenton,Manatee,Florida
34204,Bradenton,Manatee,Florida
34205,Bradenton,Manatee,Florida
34206,Bradenton,Manatee,Florida
34207,Bradenton,Manatee,Florida
34208,Bradenton,Manatee,Florida
34209,Bradenton,Manatee,Florida
34210,Bradenton,Manatee,Florida
34211,Bradenton,Manatee,Florida
34212,Bradenton,Manatee,Florida
34215,Cortez,Manatee,Florida
34216,Anna Maria,Manatee,Florida
34217,Bradenton Beach,Manatee,Florida
34218,Holmes Beach,Manatee,Florida
34219,Parrish,Manatee,Florida
34220,Palmetto,Manatee,Florida
34221,Palmetto,Manatee,Florida
34222,Ellenton,Manatee,Florida
34223,Englewood,Sarasota,Florida
34224,Englewood,Charlotte,Florida
34228,Longboat Key,Manatee,Florida
34229,Osprey,Sarasota,Florida
34230,Sarasota,Sarasota,Florida
34231,Sarasota,Sarasota,Florida
34232,Sarasota,Sarasota,Florida
34233,Sarasota,Sarasota,Florida
34234,Sarasota,Sarasota,Florida
34235,Sarasota,Sarasota,Florida
34236,Sarasota,Sarasota,Florida
34237,Sarasota,Sarasota,Florida
34238,Sarasota,Sarasota,Florida
34239,Sarasota,Sarasota,Florida
34240,Sarasota,Sarasota,Florida
34241,Sarasota,Sarasota,Florida
34242,Sarasota,Sarasota,Florida
34243,Sarasota,Manatee,Florida
34250,Terra Ceia,Manatee,Florida
34251,Myakka City,Manatee,Florida
34260,Sarasota,Manatee,Florida
34264,Oneco,Manatee,Florida
34265,Arcadia,De Soto,Florida
34266,Arcadia,De Soto,Florida
34267,Fort Ogden,De Soto,Florida
34268,Nocatee,De Soto,Florida
34269,Arcadia,De Soto,Florida
34270,Tallevast,Manatee,Florida
34272,Laurel,Sarasota,Florida
34274,Nokomis,Sarasota,Florida
34275,Nokomis,Sarasota,Florida
34276,Sarasota,Sarasota,Florida
34277,Sarasota,Sarasota,Florida
34278,Sarasota,Sarasota,Florida
34280,Bradenton,Manatee,Florida
34281,Bradenton,Manatee,Florida
34282,Bradenton,Manatee,Florida
34284,Venice,Sarasota,Florida
34285,Venice,Sarasota,Florida
34286,North Port,Sarasota,Florida
34287,North Port,Sarasota,Florida
34288,North Port,Sarasota,Florida
34289,North Port,Sarasota,Florida
34292,Venice,Sarasota,Florida
34293,Venice,Sarasota,Florida
34295,Englewood,Sarasota,Florida
34420,Belleview,Marion,Florida
34421,Belleview,Marion,Florida
34423,Crystal River,Citrus,Florida
34428,Crystal River,Citrus,Florida
34429,Crystal River,Citrus,Florida
34430,Dunnellon,Marion,Florida
34431,Dunnellon,Marion,Florida
34432,Dunnellon,Marion,Florida
34433,Dunnellon,Citrus,Florida
34434,Dunnellon,Citrus,Florida
34436,Floral City,Citrus,Florida
34442,Hernando,Citrus,Florida
34445,Holder,Citrus,Florida
34446,Homosassa,Citrus,Florida
34447,Homosassa Springs,Citrus,Florida
34448,Homosassa,Citrus,Florida
34449,Inglis,Levy,Florida
34450,Inverness,Citrus,Florida
34451,Inverness,Citrus,Florida
34452,Inverness,Citrus,Florida
34453,Inverness,Citrus,Florida
34460,Lecanto,Citrus,Florida
34461,Lecanto,Citrus,Florida
34464,Beverly Hills,Citrus,Florida
34465,Beverly Hills,Citrus,Florida
34470,Ocala,Marion,Florida
34471,Ocala,Marion,Florida
34472,Ocala,Marion,Florida
34473,Ocala,Marion,Florida
34474,Ocala,Marion,Florida
34475,Ocala,Marion,Florida
34476,Ocala,Marion,Florida
34477,Ocala,Marion,Florida
34478,Ocala,Marion,Florida
34479,Ocala,Marion,Florida
34480,Ocala,Marion,Florida
34481,Ocala,Marion,Florida
34482,Ocala,Marion,Florida
34483,Ocala,Marion,Florida
34484,Oxford,Sumter,Florida
34487,Homosassa,Citrus,Florida
34488,Silver Springs,Marion,Florida
34489,Silver Springs,Marion,Florida
34491,Summerfield,Marion,Florida
34492,Summerfield,Marion,Florida
34498,Yankeetown,Levy,Florida
34601,Brooksville,Hernando,Florida
34602,Brooksville,Hernando,Florida
34603,Brooksville,Hernando,Florida
34604,Brooksville,Hernando,Florida
34605,Brooksville,Hernando,Florida
34606,Spring Hill,Hernando,Florida
34607,Spring Hill,Hernando,Florida
34608,Spring Hill,Hernando,Florida
34609,Spring Hill,Hernando,Florida
34610,Spring Hill,Pasco,Florida
34611,Spring Hill,Hernando,Florida
34613,Brooksville,Hernando,Florida
34614,Brooksville,Hernando,Florida
34636,Istachatta,Hernando,Florida
34637,Land O Lakes,Pasco,Florida
34638,Land O Lakes,Pasco,Florida
34639,Land O Lakes,Pasco,Florida
34652,New Port Richey,Pasco,Florida
34653,New Port Richey,Pasco,Florida
34654,New Port Richey,Pasco,Florida
34655,New Port Richey,Pasco,Florida
34656,New Port Richey,Pasco,Florida
34660,Ozona,Pinellas,Florida
34661,Nobleton,Hernando,Florida
34667,Hudson,Pasco,Florida
34668,Port Richey,Pasco,Florida
34669,Hudson,Pasco,Florida
34673,Port Richey,Pasco,Florida
34674,Hudson,Pasco,Florida
34677,Oldsmar,Pinellas,Florida
34679,Aripeka,Pasco,Florida
34680,Elfers,Pasco,Florida
34681,Crystal Beach,Pinellas,Florida
34682,Palm Harbor,Pinellas,Florida
34683,Palm Harbor,Pinellas,Florida
34684,Palm Harbor,Pinellas,Florida
34685,Palm Harbor,Pinellas,Florida
34688,Tarpon Springs,Pinellas,Florida
34689,Tarpon Springs,Pinellas,Florida
34690,Holiday,Pasco,Florida
34691,Holiday,Pasco,Florida
34692,Holiday,Pasco,Florida
34695,Safety Harbor,Pinellas,Florida
34697,Dunedin,Pinellas,Florida
34698,Dunedin,Pinellas,Florida
34705,Astatula,Lake,Florida
34711,Clermont,Lake,Florida
34712,Clermont,Lake,Florida
34713,Clermont,Lake,Florida
34714,Clermont,Lake,Florida
34715,Clermont,Lake,Florida
34729,Ferndale,Lake,Florida
34731,Fruitland Park,Lake,Florida
34734,Gotha,Orange,Florida
34736,Groveland,Lake,Florida
34737,Howey In The Hills,Lake,Florida
34739,Kenansville,Osceola,Florida
34740,Killarney,Orange,Florida
34741,Kissimmee,Osceola,Florida
34742,Kissimmee,Osceola,Florida
